ID,text,self_power,self_dominance,self_prestige,judge_power,judge_dominance,judge_prestige,AI_Power_mean,AI_Dom_mean,AI_Pres_mean
202,"Ein Mensch voller Selbstwertgefühle und dann auch wieder voller Zweifel. Ein Mensch mit Ängsten, mit einem Gefühl der Hilflosigkeit. Angst vor Neuem. Alles was der Kontrolle herausfällt, bereitet Ängste und Sorgen. Einem Leben in der die Persönlichkeit gespalten ist, eine öffentliche und eine private.",3.875,5.25,4.555555555555555,3.75,3.825,3.3333333333333335,1.75,2.875,2.4444444444444446
204,"Ich bin kreativ, humorvoll, offen und freundlich. Mir machen Menschen zu schaffen, die nur an sich denken und narzistisch handeln.",5.625,2.625,5.222222222222222,4.125,2.45,4.977777777777777,2.125,2.75,5.888888888888889
205,"Ich bin ein offener, nach außen oft fröhlicher und extrovertiert wirkender Mensch. Dass ich mir häufig Sorgen mache oder mich mit negativen Gedanken beschäftige, zeige ich eher selten nach außen, in manchen Fällen bei mir sehr vertrauten Menschen etwas öfter. Ich habe oft Schwierigkeiten mich (ohne Druck von außen) zu bestimmten Aufgaben zu motivieren, wenn ich aber schließlich die Probleme angehe, merke ich schnell, wie effektiv und konzentriert ich eigentlich arbeiten kann, was sich allerdings meist nicht positiv auf zukünftige Motivationsprobleme auswirkt. Auch wenn ich nicht viel von meinen eigentlichen Gefühlen und Gedanken zeige, genieße ich es anderen Menschen zeigen zu können, dass ich ihnen gerne zuhöre und für sie da bin. Aus Konflikten und Streits halte ich mich eher raus.",4.875,3.125,5.333333333333333,4.15,2.875,5.444444444444445,1.875,1.0,4.777777777777778
207,"Ich bin gut organisiert. Ich kann analytisch Denken. Zu meinen Stärken gehören Empathie, emotionale Intelligenz. Ich bin ein positiv denkender Mensch. Ich habe schon viele schwierige Dinge gut bewältigt.",6.125,4.75,5.888888888888889,5.925,4.175,6.088888888888889,6.125,2.625,6.333333333333333
208,"Ich bin eher ruhig unter fremden Menschen, aber sehr ""laut"" unter Menschen bei denen ich mich wohl fühle. Wenn ich mich aber verletzt fühle kann ich sehr aufbrausend bis aggressiv werden. Ich bin schnell verunsichert und oft nicht ganz bei der Sache. Ich lasse mich leicht ablenken. Ich empfinde mich selbst als sehr emotionslos.",3.25,5.375,3.7777777777777777,4.825,4.625,4.488888888888889,1.75,5.25,2.111111111111111
210,"Ich bin introvertiert und ein sehr ruhiger Mensch. Da ich sehr gerne male und lese, verbringe ich gerne Zeit alleine oder verbinge die Zeit mit meinem Partner und meinen Freunden. Außerdem bin ich sehr ordentlich und schnell gestresst in einer unordentlichen und unruhigen Umgebung.",5.0,2.5,5.333333333333333,3.0,2.875,4.511111111111111,2.5,2.5,4.111111111111111
212,"Ich bin ein etwas (zu) verkopfter Mensch, der stets kritisch analysiert und immer wieder bewusst zweifelt, um beispielsweise die eigene Position in der sozialen Gemeinschaft und die eigene Verantwortung im täglichen Handeln, Konsum und Berufsleben zu hinterfragen und gegebenenfalls neu zu definieren. Ich sehe mich als Teil der Natur ohne tieferen Sinn und glaube nicht an eine Seele. Emotionalität erlebe ich vor allem durch Naturerfahrung, Interaktion mit Menschen und durch die Musik. Auf genau diese Punkte lege ich in meinem Leben besonderen Wert. Die Körperlichkeit im weitesten Sinne ist für mich im Moment der interessanteste der drei Aspekte des Menschseins (Bewusstsein, Emotionalität, Körperlichkeit) bei dem es noch viel zu erkunden gibt (Sport, Tanz, Verfall, Sexualität).",5.625,2.75,5.333333333333333,4.65,3.6,4.7333333333333325,4.625,3.0,3.7777777777777777
214,"Ich bin eine 53-jährige Kämpferin.
Ich hatte es nicht immer leicht im Leben. Ich bin mutig und habe mir etwas aufbauen können.
Ich bin ehrlich, direkt und gerade heraus.
Ich neige zur Prokrastination.",5.125,3.0,5.111111111111111,5.925,5.25,5.444444444444445,6.25,5.75,4.888888888888889
215,"Ich bin alleinstehend und habe einen Hund, geerbt von meinen verstorbenen Eltern. Habe einen gut bezahlten Job, obwohl ich nie studiert habe. Ich bin flexibel, spontan, interessiert an Themen wie Psychologie, Philosophie, Religionen, Biografien, Geschichte und Literatur, was manchmal auch etwas zur Obsession führt. Ich höre viel Musik und tauche so für Stunden in meine Traumwelt ein. Außerdem habe ich auf Instagram einen Fanaccount, wo ich meine selbst erstellten und geschnittenen Videos mit Erfolg teile.",4.75,4.25,4.111111111111111,4.45,4.0,4.555555555555555,6.5,3.875,6.0
219,"Ich bin ein relativ warmherziger Mensch und harmoniebedürftig. Ich rede viel, bin aber auch reflektiert und versuche Dinge von verschiedenen Perspektiven zu betrachten. Die meiste Zeit bin ich motiviert und gut gelaunt, kann jedoch auch je nach Tageslaune Schwankungen unterliegen. Ökologisches Bewusstsein und Handeln ist mir sehr wichtig und großer Bestandteil meines Lebens.",5.125,3.125,4.444444444444445,5.25,3.0,5.511111111111111,2.875,1.25,5.555555555555555
221,"Ich beschäftige mich intensiv mit Pilzen. Habe - weil ich es nicht anders kann - mein Hobby zum Beruf gemacht. Ich liebe die Natur. Ich habe drei Kinder. Ich bin relativ still, aber stark.",5.0,3.625,5.0,4.0,2.675,4.466666666666667,5.625,4.625,5.222222222222222
222,"Ich bin weiblich, 39 Jahre alt, habe einen Masterabschluss und arbeite als systemische Beraterin. Ich bin aufgeschlossen und neugierig, gehe den Dingen gerne auf den Grund. Zugleich kann ich sehr ungeduldig und verständnislos sein, allerdings ausschließlich im privaten Bereich.",5.375,5.125,4.666666666666667,5.575,4.925,4.977777777777779,5.875,4.5,5.111111111111111
224,"1. Ich bin verheiratet und Mutter von 2 Kindern, 15 und 17 Jahre alt.
2. Mein Mann ist seit 15 Jahren chronisch krank.
3. Durch die Krankheit meines Mannes ist in unserem Leben nichts vorher planbar.
4. Ich bin nervlich angeschlagen.
5. Ich versuche es allen recht zu machen und denk eigentlich nie an mich.",1.625,1.125,2.5555555555555554,2.3,2.1,4.111111111111111,1.125,1.5,3.3333333333333335
225,"Ich bin ein fröhlicher Mensch mit einem großen Freundes- und Bekanntenkreis. Eine meiner wichtigsten Eigenschaften ist meiner Meinung nach Ehrlichkeit, die ich sowohl von mir, als auch von anderen erwarte und aus der auch meine Loyalität Freunden gegenüber resultiert. Darüber hinaus sehe ich mich selbst als sehr interessiert und offen für neue Erfahrungen und Erkenntnisse, das heißt mich interessieren unterschiedliche Themenfelder wie Naturwissenschaften, Philosophie und anderes mehr, worüber ich gern lese, aber auch mit anderen diskutiere, wobei ich bei Diskussionen gern das letzte Wort behalte und überhaupt ganz gerne bestimme, wo es lang geht, wobei ich dabei durchaus kreativ mit Vorgaben von oben umgehe, wie Sie sicher an den fünf Sätzen gemerkt haben, die man ja durch etwas grammatikalisches Geschick ins Unendliche dehnen kann, was ich aber jetzt nicht exzessiv tun werde, nur ein bißchen, weil es Spaß macht, was auch dazu passt, dass ich gerne lache und deshalb auch gerne mit Freundinnen und Freunden und mit meinen Kindern feiere oder mich treffe und Konzerte, Theater und so weiter besuche. Ansonsten engagiere ich mich gerne oder initiiere neue Projekte, wobei ich auch dort  immer in einer Führungsrolle lande, sei es nun bei Vereinen oder Initiativen oder Sonstigem, vielleicht weil ich mit meiner Meinung nicht hinter den Berg halte und in der Regel sage, was ich meine, das heißt mein diplomatisches Geschick ist sehr unterentwickelt. Im großen und ganzen halte ich mich für eine optimistische, lebensfrohe gestandene Frau, die ihre Kinder und anderen Lieben sehr, sehr liebt und sich für sie genauso wie früher für den kleinen Bruder zur Not auch prügeln würde, wenn mittlerweile auch eher im übertragenen Sinn.",6.75,5.75,6.333333333333333,6.175,5.975,5.111111111111112,6.75,6.75,6.222222222222222
226,"Zwar arbeite ich in der EDV als Informatiker, doch bin ich abseits meines Berufs weniger an IT als an Kunst und Kultur, Reisen, Sprachen und Fotografie interessiert. Zu meinen typischen Charakterzügen würde ich meine ruhige Art und eine gewisse Ausgeglichenheit zählen, außerdem denke ich, dass ich aufgeschlossen, vielseitig interessiert und menschenfreundlich bin. Schwächen habe ich auch, und zwar bin ich manchmal etwas zu schüchtern gegenüber Autoritäten und ich neige zum Prokrastinieren (Aufschieben). Aufgewachsen bin ich als Einzelkind, und wahrscheinlich kommt es daher, dass ich mich auch gut allein beschäftigen kann, beziehungsweise zeitweise eher ein Einzelgänger bin.",3.0,2.0,3.5555555555555554,3.075,2.3,4.044444444444444,2.125,1.0,5.111111111111111
227,"Ich bin ein aufgeschlossener, toleranter und emphatischer Mensch. Im Grunde bin ich positiv, fröhlich und hilfsbereit. Manchmal wird mir die Welt jedoch zu viel und ich bin traurig ob der Ignoranz, Respektlosigkeit und dem Narzissmus anderer Menschen. Dann ziehe ich mich zurück und es kostet recht viel Kraft da wieder herauszukommen. Es gibt einiges an dem ich noch arbeiten möchte.",4.75,2.375,5.0,4.25,2.025,5.155555555555556,2.25,1.0,5.333333333333333
228,"Ich bin in grundsätzlich ein ruhiger, introvertierter und freundlicher Mensch. Harmonie ist mir sehr wichtig, weshalb ich oft nur in meinem engen privaten Umfeld wirklich meine Meinung sage. Wenn ich mich aber in einer Gruppe wohl und respektiert fühle, bin ich sehr begeisterungsfähig und diskutiere gerne.",4.375,2.125,5.0,2.775,1.875,4.666666666666666,1.75,1.0,5.0
229,Grosser innerlich relativ jung gebliebener nicht allzu Ernster volleyballspielender motorradfahrender Geniesser mit Spass am Leben und der Liebe der auch durch Corona nicht unterzukriegen ist und immer ein Lächeln auf den Lippen hat und dies auch gern teilt.  In der Sonne fällt es noch leichter.,5.375,4.0,4.444444444444445,5.15,4.0,5.088888888888889,5.5,2.25,4.333333333333333
230,"Positiver alter Mann, Großvater, Motorradfahrer, WLAN-Spezialist, der sich manchmal nicht eingesteht, dass er schon soooo alt ist, mit zuviel Gewicht (ich bin einfach zu klein für mein Gewicht). Bin selbstständig und arbeite noch zeitweise, da mein Wissen immer noch genötigt wird. Geschieden, weil die Ehe an einem Punkt angekommen war, wo die Partner nur noch für sich selbst leben und nicht mehr gemeinsam. Zu dem noch das Problem, dass die Vorstellungen für das Weiterleben nach dem Berufsende nicht kompatibel waren.
Jetzt lebe ich mit einer Frau seit 10 Jahren zusammen, mit der ich anscheinend eine Seelenverwandschaft habe. Sie hat fast die gleichen  Ansichten und Gedanken. Durch sie habe ich meine Mitte wiedergefunden und sie hat meine ""verschütteten"" Gedanken, Vorlieben und Interessen wieder aufgeweckt.
Ich habe meinen Engel gefunden!",5.5,1.5,5.0,5.4,3.65,5.333333333333333,6.25,4.125,6.333333333333333
233,"Ich bin empathisch, verrückt, faul, selbstbewußt und kreativ. Ich liebe nähen, Boxen und bin politisch aktiv. Ich liebe Hunde und will irgendwann mindestens 5 Malamute und tiergestützte Therapie anbieten.",5.625,2.25,5.222222222222222,5.05,3.325,5.044444444444444,6.0,5.375,5.444444444444445
234,"Sehr empathisch und sozial eingestellt. Hilfsbereit, verbindlich und freundlich. Selbstbewusstsein ausbaufähig. Anpassungsfähig, zuverlässig und talentiert.",3.625,1.625,3.4444444444444446,3.675,2.575,4.355555555555555,1.625,1.25,5.111111111111111
237,"Ich bin mit 1,56m eine kleine, zierliche Person mit blauen Augen und blonden Haaren. Dafür ist mein Ehrgeiz umso größer - möchte ich etwas wirklich, bin ich sehr zielstrebig und gebe alles dafür um es zu erreichen. Zudem bin ich sehr familiär und belesen, weil ich von Klein auf Bücher verschlungen habe. Im Gegensatz zu früher, bin ich nun ziemlich selbstbewusst und kommunikativ.",6.625,3.625,6.777777777777778,4.275,3.675,4.933333333333333,6.125,4.625,5.888888888888889
239,Ich bin schlecht strukturiert. Ich fühle mich priviligiert. Ich habe eine depressive Grundstruktur. Ich bin sozial und beruflich sehr gut integriert. Ich bin anfällig für Süchte.,4.25,4.0,3.7777777777777777,3.525,3.5,3.9111111111111114,3.25,4.75,5.333333333333333
240,"Ich bin ein offener, neugieriger, selbstbewusster Mensch, sehr ordnungsliebend (fast schon zwanghaft) , strukturiert, liebe es zu philosophieren und quatschen über alles und jeden.",5.75,3.75,5.333333333333333,5.6,3.975,5.488888888888889,6.625,5.625,5.777777777777778
242,Ich bin ein sensibler Romantiker. Emotional und empathisch. INFP-T und ein Hufflepuff. Ich liebe es in kurzer Hose draußen zu sein. Hunde sind mir lieber als die meisten Menschen.,2.875,2.75,3.4444444444444446,2.75,1.825,3.844444444444444,1.625,1.0,2.0
244,"Ich bin halbtags als Verwaltungsangestellte berufstätig und werde in 2,5 Jahren in Rente gehen. In meiner Freizeit bin ich sportlich aktiv. Mit meiner  Lebenssituation bin ich  zufrieden. Ein großes Laster ist das Spielen am Handy.",5.0,2.5,4.444444444444445,3.25,2.525,3.844444444444444,3.625,1.625,4.111111111111111
245,"Ich bin 25 Jahre alt und in Franken aufgewachsen. Wälder sind für mich ein Stück Heimat, allgemein ist mir die Natur wichtig. Zum Skandinavistikstudium bin ich erst in den Süden Bayerns gezogen und jetzt nach Schweden, wo ich ein Auslandsjahr verbringe. Ich bin ein ruhiger und eher nachdenklicher Mensch. Mit anderen spiele ich gerne Gesellschafts- und Rollenspiele, für Fantastisches bin ich leicht zu begeistern.",4.5,3.25,5.111111111111111,3.9,2.8,4.822222222222222,3.125,1.75,5.0
246,"Ich bin nach 35 Jahren immer noch sehr gerne Krankenschwester, liebe meine Kinder und Enkelinnen, bin gerne unter Menschen und pflege meine Hobbies und meine Partnerschaft!",5.625,3.25,5.333333333333333,5.15,2.95,5.466666666666667,6.0,1.375,6.222222222222222
250,"Ich bin eine Frau von 64 Jahren, mit Studium und Berufstätigigkeit, historisch bewandert, Kunst interessiert. Bin für eine gerechte Gesellschaft mit verbindlichen Normen und Werten, bin weltoffen und zugewandt. Bin sehr widerstandsfähig, ausdauernd und eine gute Mutter für meinen Sohn, eine schwierige Ehefrau.",3.625,4.0,4.111111111111111,5.825,4.925,5.377777777777778,6.375,5.75,5.222222222222222
251,"Ich bin ein kreativer, humorvoller, tierliebender Vegetarier. Obwohl ich meiner wahren Berufung jobmäßig nicht lange folgen konnte, kämpfe ich mich dennoch durchs Leben. Ich bin für mein Alter zu albern und verspielt, mag Comics und spannende Filme. Der Tag müßte mehr als 24 Stunden haben, damit ich allen meinen Leidenschaften hinsichtlich Hobbies gerecht werden könnte.",3.125,1.625,4.625,3.925,2.45,4.266666666666667,2.625,1.0,3.3333333333333335
252,Ich bin sehr strukturiert und zielorientiert. Kommunikation und Empathie sind mir wichtig. Ich denke Dinge gerne bis zum Ende durch. Ferner bin ich ein großer Freund von schwarzem Humor. Ich kann auch gut mal über mich selber lachen. Meine Familie ist mir sehr wichtig.,5.0,2.875,4.222222222222222,5.475,3.575,5.733333333333333,5.75,2.875,5.777777777777778
253,"Ich bin eine unkomplizierte, jung gebliebene Seniorin mit einem kleinen Kreis guter Freunde. Ich liebe Kinder und werde schon seit meiner Jugend von Kindern geliebt, weshalb ich den Umgang mit Kindern als meine Berufung ansehe und zur Zeit als Ehrenamtlerin in der Betreuung von Migrantenkindern tätig bin. Ich habe selbst 3 erwachsene Kinder und 3 Enkel, zu denen ich ein sehr gutes Verhältnis habe. Ich bin sehr sozial interessiert und habe mich seit Jahrzehnten auf verschiedenen sozialen Gebieten engagiert. Meine Kreativität und Großzügigkeit werden in meinem Umfeld gesucht und geschätzt. Ich war 37 Jahre verheiratet und als Hausfrau trotz Hochschulabschluss nicht berufstätig. Aber ich habe mir immer Möglichkeiten zu Weiterbildung und zur Erweiterung meines Horizonts gesucht, habe zum Beispiel Italienisch und Spanisch an der Volkshochschule studiert und eine Ausbildung als Hauswirtschafterin gemacht.  Seit 16  Jahren bin ich verwitwet und komme gut alleine zurecht. Ich bin vielseitig interessiert, schreibe gern und mache Gedichte. Ich bin Zeit meines Lebens immer irgendwie in einer Art Führungsrolle gewesen.",6.25,3.875,6.0,5.475,3.45,5.733333333333333,6.625,4.0,7.0
255,"Optimistischer Typ, begeisterter Segler, Vater von zwei erwachsenen Kindern, Textilingenieur und Dozent im Beruf und ab August im Ruhestand.",5.875,2.5,5.222222222222222,4.775,3.7,5.288888888888889,6.625,4.75,6.555555555555555
256,"Ich bin ein sozialer und verbindender Mensch. Meine Familie, Freunde und Beruf sind mir wichtig. Ich versuche gerade durchs Leben zu gehen und für meine Meinung einzustehen. Ich lehne jegliche Menschenfeindheit ab. Ich lebe gern in Deutschland und bin Europäerin.",6.0,4.625,5.777777777777778,4.775,3.875,5.022222222222222,4.75,2.25,6.111111111111111
259,"Ich versuche perfekt zu sein. Klappt natürlich nicht immer.
Zusagen werden eingehalten, dazu gehört auch Pünktlichkeit, erwarte ich auch von anderen.
Wenig Selbstvertrauen, merkt auch mein Trainer im Bogensport.
Zahlreiche unterschiedliche Interessen. Langeweile kenne ich kaum.
Zeige nicht gerne meine Gefühle. 
",4.5,4.25,5.0,3.025,2.675,4.222222222222222,1.625,3.75,3.3333333333333335
260,"Arbeit wäre zu vermeiden, unruhig, neues sehen und entdecken, trotzdem ein zu hause haben wollend, reflektiert, mitunter zu sehr, gerne in Gesellschaft, aber gerne auch mal für sich seiend.
",4.625,3.25,4.555555555555555,4.1,4.225,3.8666666666666663,2.625,2.25,3.7777777777777777
261,"Ich bin ein 55-jähriger Rollstuhlfahrer. Ich verdiene freiberuflich (zu wenig) Geld als Journalist und Schreibtrainer, letzteres zum Beispiel mit Seminaren für Promovierende. Mein Ziel, als Kommunikationswissenschaftler an einer Uni zu lehren und zu forschen, habe ich nicht erreicht, obwohl ich extrem gut qualifiziert bin. Obwohl mir als Behindertem regelmäßig deutlich schlechter qualifizierte BewerberInnen vorgezogen wurden, habe ich meinen Humor nicht verloren.",4.0,3.5,5.111111111111111,3.775,3.125,4.733333333333333,2.25,5.375,4.555555555555555
266,"Ich bin ein freiheitsliebender Mensch, ruhig und eher zurückhaltend. In größeren Menschenmenge fühle ich mich oft unwohl und überflüssig. In Gruppen bin ich ein Teamplayer und kein Anführer.",2.125,1.375,4.666666666666667,3.4,2.1,4.111111111111112,1.25,1.0,2.7777777777777777
270,"Ich bin ein positiv denkender Mensch. Ich halte mich für sehr zuverlässig, bin ein guter Freund und gesellig. Ich bin empathisch und gerne für andere da. Leider fühle ich mich oft nicht richtig gesund und belastbar.",5.125,2.625,5.666666666666667,3.125,2.35,3.822222222222222,2.5,1.125,5.555555555555555
271,"Ich bin ein Kind aus einer Adoption, die nur egoistische Züge der Adoptions-Eltern hatte. Ich durfte keine höhere Schule besuchen und kein Musikinstrument richtig erlernen. Ich war begabt-in meinem Zeugnis stand öfter : Klassenbester.
Ich habe dann eine kaufmännische ""Karriere"" gemacht, weil ich ein bestehendes Geschäft übernehmen musste.
Ich machte das Beste daraus - mein Spitzname an der Fachschule in Pirmasens war ""Professor"".
Ich kann nur allen Eltern raten ihr Kind nicht wegzugeben aus solchen Gründen.",4.625,2.375,5.222222222222222,2.65,2.925,4.288888888888889,3.5,6.25,5.222222222222222
273,"Ich bin ein junger Mensch, dem Gemeinschaft mit anderen, das Leben von Freizeit und Musik sowie das Arbeiten mit anderen Menschen für eine bessere Welt wichtig sind. Ich bin offen und herzlich, bin interessiert daran, was meine Gesprächaspartner*innen wirklich bewegt und lache sehr gerne. Ich komme aus einer großen Familie und schätze jede*n Einzelnen davon sehr in ihrer*seiner Einzigartigkeit. Ich habe für mein Alter schon (teils ungewollt) viel erlebt und ertragen und habe auch meine Schwächen wie jeder andere Mensch auch. Ich lerne jede  Tag neu an mir und an anderen und über die Welt.",5.75,2.625,5.777777777777778,4.975,3.125,5.533333333333333,2.75,1.125,5.444444444444445
274,"Ich sehe mich als einen eher gewissenhaften Menschen, dem es aber mitunter an Geduld ermangelt. Neugier auf und Interesse an der Welt und Menschen motivieren Reisen. Bildende Kunst, Musik und Literatur bereichern mein Leben. Meine Familie wie auch Freunde sind mir wichtig.",5.0,2.75,5.444444444444445,4.125,3.2,4.288888888888889,4.25,1.75,5.888888888888889
275,"Ich bin ein empathischer, positiv denkender, engagierter Mensch, der das Leben liebt.
Natur und unser Lebensraum, wie wir ihn gestalten sind mir wichtig.
Familie ist mein wichtigster Anker, der mich hält und Sicherheit gibt.
Ich bin neugierig und lerne gerne dazu.
Und ich feiere und tanze gerne, und liebe kulturelle Veranstaltungen, die mich berühren.",6.0,3.75,6.111111111111111,5.575,3.2,6.022222222222221,4.625,1.25,5.666666666666667
276,"Engagierte, kommunikative, sportliche Frau. Immer voll berufstätig gewesen, seit 3 Jahren aber erst richtig im Beruf angekommen.
Immer offen für Weiterbildung und Neues. Begeisterte 3-fache Mutter und 2-fache Oma sowie seit 35 Jahren glücklich verheiratet. Ursprünglich geborene  Berlinerin, seit 20 Jahren in einem Dorf im Speckgürtel von Berlin lebend.",6.625,1.75,6.666666666666667,4.95,3.775,5.222222222222223,6.5,4.0,6.555555555555555
278,"Hallo. Ich kann zielbewusst, selbstverständlich und verständnisvoll sein, bin aber innerlich eher beherrscht und ungeduldig, unsicher und sehr selbstkritisch. Teilweise eher devot wenn ich jemanden liebe und doch verkannt als arrogant. 
Ich hoffe das reicht! So ehrlich und offen bin ich selten.",4.125,3.875,4.555555555555555,4.075,3.35,3.977777777777777,1.875,2.25,2.888888888888889
280,Ich bin leicht zu verunsichern und versuche langsam Selbstbewusstsein aufzubauen. Ich habe viele Ängste aber auch schon viele Hürden genommen. Meine Kinder sind das Wichtigste im Leben. Wenn ich jedoch nicht ernst genommen werde oder jemand mich zu sehr ausnutzt fahre ich die Krallen aus. Ich bin äußerst stur.,4.875,2.625,4.666666666666667,3.875,3.025,3.7777777777777777,3.625,4.375,2.888888888888889
281,"Ich bin ehrlich, zuverlässig, geduldig, flexibel, ausdauernd, feinfühlig, unischer, realistisch, abenteuerlustig, tolerant, kontaktfreudig, unternehmungslustig, unkompliziert, selbstkritisch, kreativ, stur und eigensinnig.
Ich tanze, lese, tauche, lache, esse, schlafe sehr gerne.
Nehme mit Begeisterung an Hindernissrennen teil, wie zum Beispiel Muddy Angel, Tough Mudder, Getting Tough The Race, European Tough Mudder, Colour Obstical Run oder auch am MegaMarsch in Hamburg.
Liebe die Natur und die Tiere, daher bin ich seit 6 Jahren Vegetarierin.
Mein größtes Glück, ist meine Zuckermaus, meine Tochter.",4.125,2.375,4.0,4.625,3.25,5.333333333333334,5.75,3.625,5.888888888888889
284,Ich bin eine alleinstehende Frau die eine Tochter hat. Ich arbeite Teilzeit und habe einen Hund. Ich habe ein paar Hobbys und bin viel mit Freunden und Arbeitskollegen unterwegs.,4.5,3.875,4.444444444444445,3.425,1.975,4.2,3.875,2.875,5.111111111111111
287,"Ich bin eine selbstbewusste Frau, die einen tollen Beruf hat. Ich habe ein Hobby, welches mich entspannt und mir viel Freude bereitet. Ich bin ehrenamtlich im Verein tätig. Mit meinem Leben bin ich sehr zufrieden. Ich verreise gern und entspanne mich beim Lesen von Romanen.",4.75,2.125,4.666666666666667,5.375,3.6,5.711111111111111,6.25,2.625,5.888888888888889
289,"Ich bin schon mehr als zehn Jahre im Ruhestand. 
Wobei das Wort ""Ruhestand "" mein Leben nicht korrekt beschreibt.
Ich bin frei, in großem Maß meinen Interessen nachzugehen.
Und die können sehr unterschiedlich sein.
Ausgebremst werde ich zur Zeit durch Corona.

",5.875,4.125,5.666666666666667,5.2,3.675,5.177777777777778,5.875,3.75,5.222222222222222
